RetailCategoryName,ProductName,TransactionDate,Store Name,Scoring Type,Scoring Value,Sum of #SalesAmount,Sum of #SalesQuantity
Men's Pants,Mens Snow Pants,2016-06-30 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-06-30 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-06-30 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-01 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-01 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-04 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-06 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-07 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-09 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-11 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-11 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-12 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-14 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-18 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-18 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-18 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-18 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-21 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-23 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-27 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-29 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-07-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-29 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-07-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-30 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-30 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-07-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-01 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-07 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-08 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-08 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-08 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-10 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-11 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-11 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-12 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-14 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-14 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-15 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-18 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-24 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-24 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-26 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-26 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-27 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-27 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-27 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-08-29 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-30 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-30 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-08-31 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-08-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-01 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-02 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-03 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-03 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-06 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-07 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-08 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-08 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-10 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-12 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-13 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-13 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-13 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-14 12:00:00,Bellevue,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-14 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-14 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-15 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-16 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-17 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-18 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-18 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-21 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-22 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-24 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-25 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-09-28 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-09-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-09-28 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-01 12:00:00,New York,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-02 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-02 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-04 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-07 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-07 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-09 12:00:00,Houston,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-09 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-11 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-11 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-11 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-11 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-12 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-12 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-13 12:00:00,Philadelphia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-14 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-15 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-17 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-18 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-19 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-22 12:00:00,Columbia,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-22 12:00:00,Lone Tree,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-23 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-23 12:00:00,Los Angeles,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-23 12:00:00,Scottsdale,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-23 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-24 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-24 12:00:00,Seattle,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-25 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-25 12:00:00,Santa Clara,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-26 12:00:00,Miami,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-26 12:00:00,San Diego,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-27 12:00:00,Chicago,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-28 12:00:00,Cincinnati,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-10-29 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-29 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-10-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-10-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-11-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-11-01 12:00:00,Atlanta,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-11-01 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-11-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-11-02 12:00:00,Atlantic City,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-11-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-11-03 12:00:00,Oak Brook,SalesScore,MEDIUM,149.99,1
Men's Pants,Mens Snow Pants,2016-11-05 12:00:00,Austin,SalesScore,MEDIUM,149.99,1
Men's Running Shoes,Mens Sneaker,2016-11-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
Women's Pants,Womens Snow Pants,2016-11-05 12:00:00,Cambridge,SalesScore,MEDIUM,149.99,1
